target,target_count,target_and_keyphrase_count,keyphrase_count,database_count,p_value,target_and_keyphrase_ratio
PF4,1745,43,54549,30028272,1.6556801090226925e-33,0.02464183381088825
PDE4B,366,9,54549,30028272,3.537158101804228e-08,0.02459016393442623
SKIL,41,1,54549,30028272,0.07183697519627934,0.024390243902439025
PPBP,82,2,54549,30028272,0.009952383143351427,0.024390243902439025
TNFRSF14,83,2,54549,30028272,0.01018592218510845,0.024096385542168676
HLX,83,2,54549,30028272,0.01018592218510845,0.024096385542168676
P2RY12,83,2,54549,30028272,0.01018592218510845,0.024096385542168676
MAP3K7,125,3,54549,30028272,0.001614361541253782,0.024
IRF1,712,17,54549,30028272,5.579873768415337e-14,0.023876404494382022
TF,18951,452,54549,30028272,0.0,0.023850984116933142
FCER1G,42,1,54549,30028272,0.07352306597641019,0.023809523809523808
SLC45A3,42,1,54549,30028272,0.07352306597641019,0.023809523809523808
SPRED2,42,1,54549,30028272,0.07352306597641019,0.023809523809523808
RPN1,85,2,54549,30028272,0.010660246221937023,0.023529411764705882
DDR1,343,8,54549,30028272,3.02469425486177e-07,0.023323615160349854
LRP8,86,2,54549,30028272,0.010901012911066144,0.023255813953488372
TNFAIP8L2,43,1,54549,30028272,0.07520610484608897,0.023255813953488372
ABCB10,43,1,54549,30028272,0.07520610484608897,0.023255813953488372
EIF4A2,43,1,54549,30028272,0.07520610484608897,0.023255813953488372
PIGG,43,1,54549,30028272,0.07520610484608897,0.023255813953488372
PCDH7,43,1,54549,30028272,0.07520610484608897,0.023255813953488372
KCNMB1,43,1,54549,30028272,0.07520610484608897,0.023255813953488372
UNC5A,43,1,54549,30028272,0.07520610484608897,0.023255813953488372
NFYA,43,1,54549,30028272,0.07520610484608897,0.023255813953488372
CYP27A1,433,10,54549,30028272,1.1199254914563683e-08,0.023094688221709007
TNFRSF9,87,2,54549,30028272,0.011144168754580464,0.022988505747126436
FCGR2B,131,3,54549,30028272,0.001845257112698572,0.022900763358778626
PDC,4735,108,54549,30028272,4.1710370700300006e-78,0.022808870116156284
REG3G,44,1,54549,30028272,0.0768860698520626,0.022727272727272728
AGGF1,44,1,54549,30028272,0.0768860698520626,0.022727272727272728
CRISP2,44,1,54549,30028272,0.0768860698520626,0.022727272727272728
HPDL,177,4,54549,30028272,0.00033508914318245244,0.022598870056497175
TREM2,487,11,54549,30028272,2.6313159679306907e-09,0.022587268993839837
TNFAIP3,576,13,54549,30028272,9.773080322493703e-11,0.022569444444444444
RSAD2,89,2,54549,30028272,0.011637613505375606,0.02247191011235955
SCTR,45,1,54549,30028272,0.07856298771060645,0.022222222222222223
CD38,6192,135,54549,30028272,1.0495652589914058e-94,0.02180232558139535
MDC1,413,9,54549,30028272,9.831834341956416e-08,0.021791767554479417
PADI2,46,1,54549,30028272,0.08023685491988268,0.021739130434782608
SLC36A1,46,1,54549,30028272,0.08023685491988268,0.021739130434782608
LTA,3060,66,54549,30028272,6.084887476213382e-47,0.021568627450980392
NEU1,186,4,54549,30028272,0.000404035356818991,0.021505376344086023
CXCL13,1025,22,54549,30028272,1.0775694988050853e-16,0.021463414634146343
TSLP,1241,26,54549,30028272,3.4196874258103646e-19,0.020950846091861403
AAK1,48,1,54549,30028272,0.08357550146030995,0.020833333333333332
NFIA,145,3,54549,30028272,0.0024611242815359815,0.020689655172413793
IL9,146,3,54549,30028272,0.0025093782670790243,0.02054794520547945
