target,target_count,target_and_keyphrase_count,keyphrase_count,database_count,p_value,target_and_keyphrase_ratio
EIF4E3,22,2,99703,30028272,0.0024365023937497816,0.09090909090909091
EAF2,55,5,99703,30028272,1.2224339326513023e-06,0.09090909090909091
CENPK,11,1,99703,30028272,0.035923009627641875,0.09090909090909091
IGIP,11,1,99703,30028272,0.035923009627641875,0.09090909090909091
ANKS1A,11,1,99703,30028272,0.035923009627641875,0.09090909090909091
LGSN,11,1,99703,30028272,0.035923009627641875,0.09090909090909091
TLR9,4158,370,99703,30028272,0.0,0.08898508898508899
IRF2BP2,34,3,99703,30028272,0.00020278201647260622,0.08823529411764706
MTA3,80,7,99703,30028272,1.1430185189301008e-08,0.0875
TNFSF4,116,10,99703,30028272,9.641902310975955e-12,0.08620689655172414
CLPS,441,38,99703,30028272,1.960475534816869e-40,0.08616780045351474
TNFRSF8,35,3,99703,30028272,0.00022124341716399555,0.08571428571428572
VAV3,214,18,99703,30028272,8.598471017149658e-20,0.08411214953271028
CTPS1,24,2,99703,30028272,0.0028983457926297094,0.08333333333333333
TMEM59,12,1,99703,30028272,0.039124039756173186,0.08333333333333333
TROVE2,12,1,99703,30028272,0.039124039756173186,0.08333333333333333
ITSN2,24,2,99703,30028272,0.0028983457926297094,0.08333333333333333
CDC42EP3,12,1,99703,30028272,0.039124039756173186,0.08333333333333333
USP34,24,2,99703,30028272,0.0028983457926297094,0.08333333333333333
JAGN1,12,1,99703,30028272,0.039124039756173186,0.08333333333333333
MFI2,12,1,99703,30028272,0.039124039756173186,0.08333333333333333
NKX3-2,12,1,99703,30028272,0.039124039756173186,0.08333333333333333
POLR3G,12,1,99703,30028272,0.039124039756173186,0.08333333333333333
GALNT10,12,1,99703,30028272,0.039124039756173186,0.08333333333333333
POPDC3,12,1,99703,30028272,0.039124039756173186,0.08333333333333333
EPB41L2,12,1,99703,30028272,0.039124039756173186,0.08333333333333333
IL22RA2,24,2,99703,30028272,0.0028983457926297094,0.08333333333333333
PTPRC,184,15,99703,30028272,1.5481826630979845e-16,0.08152173913043478
TIA1,184,15,99703,30028272,1.5481826630979845e-16,0.08152173913043478
TNFRSF18,37,3,99703,30028272,0.00026135329778404734,0.08108108108108109
ID3,656,53,99703,30028272,3.088231701522698e-54,0.08079268292682927
IFI44L,62,5,99703,30028272,2.2304137412132508e-06,0.08064516129032258
SH3BP2,87,7,99703,30028272,2.0602711548097113e-08,0.08045977011494253
MIB2,25,2,99703,30028272,0.00314344526429763,0.08
CD1D,2201,174,99703,30028272,2.9563664790150454e-172,0.07905497501135847
PIM1,471,37,99703,30028272,6.357776656443821e-38,0.07855626326963906
PTPRK,64,5,99703,30028272,2.613548545241505e-06,0.078125
BCL2L11,181,14,99703,30028272,3.2687990701530966e-15,0.07734806629834254
RBP7,26,2,99703,30028272,0.003397909516891874,0.07692307692307693
TBX19,26,2,99703,30028272,0.003397909516891874,0.07692307692307693
NR2C2,26,2,99703,30028272,0.003397909516891874,0.07692307692307693
SEC61A1,13,1,99703,30028272,0.04231444159302718,0.07692307692307693
COL6A6,13,1,99703,30028272,0.04231444159302718,0.07692307692307693
LYAR,26,2,99703,30028272,0.003397909516891874,0.07692307692307693
WDFY3,26,2,99703,30028272,0.003397909516891874,0.07692307692307693
HAND2-AS1,13,1,99703,30028272,0.04231444159302718,0.07692307692307693
UQCRQ,13,1,99703,30028272,0.04231444159302718,0.07692307692307693
ETF1,13,1,99703,30028272,0.04231444159302718,0.07692307692307693
HLA-DOB,26,2,99703,30028272,0.003397909516891874,0.07692307692307693
MAN1A1,13,1,99703,30028272,0.04231444159302718,0.07692307692307693
NCOA7,13,1,99703,30028272,0.04231444159302718,0.07692307692307693
SLC2A12,13,1,99703,30028272,0.04231444159302718,0.07692307692307693
ALDH8A1,13,1,99703,30028272,0.04231444159302718,0.07692307692307693
CD86,7611,582,99703,30028272,0.0,0.07646826960977532
P4HA2,40,3,99703,30028272,0.00032986371754593945,0.075
CD48,454,34,99703,30028272,2.806957608721749e-34,0.07488986784140969
CTDSPL,27,2,99703,30028272,0.003661673661758978,0.07407407407407407
ARHGAP18,27,2,99703,30028272,0.003661673661758978,0.07407407407407407
TLX3,96,7,99703,30028272,4.094328359355514e-08,0.07291666666666667
CD5L,55,4,99703,30028272,3.620478257704406e-05,0.07272727272727272
CD80,6540,475,99703,30028272,0.0,0.07262996941896024
CCL28,180,13,99703,30028272,7.636610816480329e-14,0.07222222222222222
PHACTR4,14,1,99703,30028272,0.04549425042667281,0.07142857142857142
AP4B1,14,1,99703,30028272,0.04549425042667281,0.07142857142857142
UFC1,42,3,99703,30028272,0.0003813884693139092,0.07142857142857142
TOR1AIP1,14,1,99703,30028272,0.04549425042667281,0.07142857142857142
CCDC88A,14,1,99703,30028272,0.04549425042667281,0.07142857142857142
RTKN,14,1,99703,30028272,0.04549425042667281,0.07142857142857142
LSM3,14,1,99703,30028272,0.04549425042667281,0.07142857142857142
OSBPL10,14,1,99703,30028272,0.04549425042667281,0.07142857142857142
IL17RB,28,2,99703,30028272,0.003934673137896594,0.07142857142857142
ACOX3,14,1,99703,30028272,0.04549425042667281,0.07142857142857142
SCRG1,14,1,99703,30028272,0.04549425042667281,0.07142857142857142
FGD2,14,1,99703,30028272,0.04549425042667281,0.07142857142857142
PHF3,14,1,99703,30028272,0.04549425042667281,0.07142857142857142
ZNF292,14,1,99703,30028272,0.04549425042667281,0.07142857142857142
ITK,693,49,99703,30028272,1.900670883610349e-47,0.0707070707070707
REL,4215,298,99703,30028272,3.0385678973822863e-279,0.07069988137603796
TNFAIP8L2,43,3,99703,30028272,0.000408978337768423,0.06976744186046512
IL5RA,43,3,99703,30028272,0.000408978337768423,0.06976744186046512
