target,target_count,target_and_keyphrase_count,keyphrase_count,database_count,p_value,target_and_keyphrase_ratio
GZMA,127,33,226659,30028272,1.4847122269674392e-40,0.25984251968503935
PHF6,128,33,226659,30028272,1.985809645324428e-40,0.2578125
CLTA,47,12,226659,30028272,1.3992207329081789e-15,0.2553191489361702
SMARCAL1,99,25,226659,30028272,9.360942233796235e-31,0.25252525252525254
IL2RG,337,85,226659,30028272,1.4037260307404226e-100,0.2522255192878338
AKR1E2,4,1,226659,30028272,0.029852614098837403,0.25
ANAPC11,4,1,226659,30028272,0.029852614098837403,0.25
AP1B1,4,1,226659,30028272,0.029852614098837403,0.25
AP5B1,4,1,226659,30028272,0.029852614098837403,0.25
ARL17A,4,1,226659,30028272,0.029852614098837403,0.25
B7H6,16,4,226659,30028272,5.494267523912167e-06,0.25
BTN3A3,20,5,226659,30028272,3.4560908322562786e-07,0.25
C12orf35,4,1,226659,30028272,0.029852614098837403,0.25
C1orf63,4,1,226659,30028272,0.029852614098837403,0.25
C6orf120,4,1,226659,30028272,0.029852614098837403,0.25
C6orf89,4,1,226659,30028272,0.029852614098837403,0.25
CCDC28A,4,1,226659,30028272,0.029852614098837403,0.25
CCDC85B,4,1,226659,30028272,0.029852614098837403,0.25
CCDC88B,4,1,226659,30028272,0.029852614098837403,0.25
CEP85L,4,1,226659,30028272,0.029852614098837403,0.25
CLEC4A,4,1,226659,30028272,0.029852614098837403,0.25
CXorf61,4,1,226659,30028272,0.029852614098837403,0.25
DCUN1D2,4,1,226659,30028272,0.029852614098837403,0.25
DGCR6L,4,1,226659,30028272,0.029852614098837403,0.25
DNASE1L1,4,1,226659,30028272,0.029852614098837403,0.25
FAM49A,4,1,226659,30028272,0.029852614098837403,0.25
FAM65B,20,5,226659,30028272,3.4560908322562786e-07,0.25
GZMM,8,2,226659,30028272,0.0015478066531371944,0.25
HEATR1,4,1,226659,30028272,0.029852614098837403,0.25
HSDL1,4,1,226659,30028272,0.029852614098837403,0.25
KIAA2018,4,1,226659,30028272,0.029852614098837403,0.25
MEGF6,4,1,226659,30028272,0.029852614098837403,0.25
MYL12B,4,1,226659,30028272,0.029852614098837403,0.25
NRIP3,4,1,226659,30028272,0.029852614098837403,0.25
ODF3B,4,1,226659,30028272,0.029852614098837403,0.25
PHYHD1,4,1,226659,30028272,0.029852614098837403,0.25
PYDC1,4,1,226659,30028272,0.029852614098837403,0.25
RBM42,4,1,226659,30028272,0.029852614098837403,0.25
RC3H1,20,5,226659,30028272,3.4560908322562786e-07,0.25
RTN4RL2,4,1,226659,30028272,0.029852614098837403,0.25
SECTM1,12,3,226659,30028272,8.990601427489518e-05,0.25
SIGLEC6,8,2,226659,30028272,0.0015478066531371944,0.25
SPECC1,4,1,226659,30028272,0.029852614098837403,0.25
STX8,16,4,226659,30028272,5.494267523912167e-06,0.25
THAP4,4,1,226659,30028272,0.029852614098837403,0.25
TMEM178,4,1,226659,30028272,0.029852614098837403,0.25
TMSB4Y,4,1,226659,30028272,0.029852614098837403,0.25
TOMM40L,4,1,226659,30028272,0.029852614098837403,0.25
TPTE2,4,1,226659,30028272,0.029852614098837403,0.25
TRMT1,4,1,226659,30028272,0.029852614098837403,0.25
ZC3H12C,8,2,226659,30028272,0.0015478066531371944,0.25
ZNF19,4,1,226659,30028272,0.029852614098837403,0.25
ZNF22,4,1,226659,30028272,0.029852614098837403,0.25
ZNF714,4,1,226659,30028272,0.029852614098837403,0.25
ZNF79,4,1,226659,30028272,0.029852614098837403,0.25
ZSCAN12,4,1,226659,30028272,0.029852614098837403,0.25
IL21,227,56,226659,30028272,2.940095924843469e-66,0.24669603524229075
CCL25,280,69,226659,30028272,3.350133773522331e-81,0.24642857142857144
CCR8,317,78,226659,30028272,1.6631714274779797e-91,0.24605678233438485
CD79A,1096,269,226659,30028272,1.15394418685226e-310,0.24543795620437955
CORO1A,49,12,226659,30028272,2.4364395613380113e-15,0.24489795918367346
T,927199,226659,226659,30028272,0.0,0.24445561308845243
JAK3,1285,312,226659,30028272,0.0,0.24280155642023346
CD1A,3247,782,226659,30028272,0.0,0.24083769633507854
DENR,25,6,226659,30028272,2.895696355601853e-08,0.24
KLRD1,25,6,226659,30028272,2.895696355601853e-08,0.24
RHOH,96,23,226659,30028272,7.823841788253966e-28,0.23958333333333334
TNFRSF25,71,17,226659,30028272,5.897554138077474e-21,0.23943661971830985
CXCL9,1619,386,226659,30028272,0.0,0.2384187770228536
CD276,84,20,226659,30028272,2.43738931839764e-24,0.23809523809523808
UCHL1,652,155,226659,30028272,1.9167694699682903e-177,0.23773006134969324
CD19,9620,2281,226659,30028272,0.0,0.2371101871101871
BTN3A2,17,4,226659,30028272,7.14155901428745e-06,0.23529411764705882
IKZF4,17,4,226659,30028272,7.14155901428745e-06,0.23529411764705882
SERINC3,17,4,226659,30028272,7.14155901428745e-06,0.23529411764705882
STX7,17,4,226659,30028272,7.14155901428745e-06,0.23529411764705882
SH2D1A,217,51,226659,30028272,2.6569390565780527e-59,0.2350230414746544
MOG,2162,508,226659,30028272,0.0,0.23496762257169287
SLAMF1,73,17,226659,30028272,9.921343799403408e-21,0.2328767123287671
LILRB1,99,23,226659,30028272,1.7080385081094955e-27,0.23232323232323232
CD1E,56,13,226659,30028272,3.605821073236323e-16,0.23214285714285715
IFNA6,13,3,226659,30028272,0.00011621843699909752,0.23076923076923078
RCAN3,13,3,226659,30028272,0.00011621843699909752,0.23076923076923078
SLAMF8,13,3,226659,30028272,0.00011621843699909752,0.23076923076923078
ZBTB32,13,3,226659,30028272,0.00011621843699909752,0.23076923076923078
FCRL4,31,7,226659,30028272,3.1315668553716646e-09,0.22580645161290322
DR1,1929,435,226659,30028272,0.0,0.2255054432348367
CXCR6,373,84,226659,30028272,7.853559558021041e-95,0.225201072386059
PDCD1LG2,40,9,226659,30028272,1.760773083635217e-11,0.225
IL15,335,75,226659,30028272,1.1866885869744907e-84,0.22388059701492538
CCDC134,9,2,226659,30028272,0.001980061177193867,0.2222222222222222
CD101,63,14,226659,30028272,5.1525482278268846e-17,0.2222222222222222
CLEC12A,36,8,226659,30028272,2.6411605811465933e-10,0.2222222222222222
CTAGE5,27,6,226659,30028272,4.7776925387387664e-08,0.2222222222222222
DOCK11,18,4,226659,30028272,9.126743290498013e-06,0.2222222222222222
EGFL8,9,2,226659,30028272,0.001980061177193867,0.2222222222222222
MARCH9,9,2,226659,30028272,0.001980061177193867,0.2222222222222222
NCAPH2,9,2,226659,30028272,0.001980061177193867,0.2222222222222222
HECA,140,31,226659,30028272,8.309258707603335e-36,0.22142857142857142
AIRE,1017,225,226659,30028272,5.857729829556701e-249,0.22123893805309736
LY9,50,11,226659,30028272,1.291260274370445e-13,0.22
CARD11,196,43,226659,30028272,7.518018004812876e-49,0.2193877551020408
GATA3,1737,381,226659,30028272,0.0,0.21934369602763384
EBI3,266,58,226659,30028272,3.923893924780992e-65,0.21804511278195488
IL32,46,10,226659,30028272,1.9101727037654668e-12,0.21739130434782608
IL9R,23,5,226659,30028272,7.360657260900382e-07,0.21739130434782608
RNF114,23,5,226659,30028272,7.360657260900382e-07,0.21739130434782608
CXCL11,849,183,226659,30028272,1.374957519842896e-200,0.21554770318021202
UTY,107,23,226659,30028272,1.2050769922282266e-26,0.21495327102803738
PGA5,14,3,226659,30028272,0.0001470802174062252,0.21428571428571427
NUP214,192,41,226659,30028272,3.936896497687529e-46,0.21354166666666666
CCR5,7891,1674,226659,30028272,0.0,0.21214041312888102
GPR183,33,7,226659,30028272,5.0207871863254645e-09,0.21212121212121213
GZMB,264,56,226659,30028272,3.234711607698264e-62,0.21212121212121213
